time,x,x_dot,z,z_dot,theta,theta_dot,u1,u2,x_ref,z_ref,theta_ref
0.0,0.27395604855596334,-0.0012224312049589538,1.3020370878759355,0.003947360581187278,-0.24349359126741027,0.009512447032735119,0.05632337492751251,0.05809496365973006,0,1,0
0.02002002002002002,0.27352302302594705,-0.021651276500815303,1.29984111927672,-0.10979842996077244,-0.24213552879458455,0.06790312364128523,0.05632339379818729,0.05848678226331951,0,1,0
0.04004004004004004,0.27268007598214594,-0.04214735219005431,1.2953758686191676,-0.22326253287762518,-0.23943352928434775,0.13509997551183983,0.05632337490543042,0.05857391799749953,0,1,0
0.06006006006006006,0.2714286424471159,-0.06257167675150163,1.2886431442688282,-0.33663621751697753,-0.2340732530182517,0.26801381330480506,0.05632338473963801,0.05756711682274266,0,1,0
0.08008008008008008,0.26977702688984706,-0.08258077786344223,1.2796295530581616,-0.4506795605333253,-0.227611748282327,0.3230752367962323,0.05632354449138807,0.05762408528123086,0,1,0
0.10010010010010009,0.26773375074839423,-0.10216380707264272,1.2683380395495354,-0.564575675431308,-0.21982127169791235,0.38952382922073253,0.05632392209850801,0.05742435262645595,0,1,0
0.12012012012012012,0.2653099756154475,-0.12118875664733683,1.2547682221733623,-0.6784908688086606,-0.21056300535741485,0.462913317024876,0.0728850425797298,0.07363704524844299,0,1,0
0.14014014014014015,0.2624128502560409,-0.14485626797033202,1.2393968676774545,-0.7685677247953853,-0.20065880654345156,0.4952099406981623,0.11041680501653761,0.11139523039269991,0,1,0
0.16016016016016016,0.2588285475895475,-0.17921513332467048,1.2233190385260013,-0.8038914575726587,-0.18914246453306316,0.5758171005194211,0.13331742687824186,0.133946284737078,0,1,0
0.18018018018018017,0.2544549033832491,-0.2186822103149186,1.2072012270584624,-0.8058905733769449,-0.1767421826930241,0.6200140920019553,0.14490783467881066,0.14555289232415908,0,1,0
0.20020020020020018,0.2492719682643243,-0.2591467559462411,1.1913897948533694,-0.7905716102546574,-0.1632856618798232,0.672826040660045,0.1508463453175202,0.15129673108616729,0,1,0
0.22022022022022023,0.24330209361876923,-0.29849373227775394,1.176064824957726,-0.766248494782177,-0.14965332082973898,0.6816170525042108,0.15248432286843244,0.15321428424262062,0,1,0
0.24024024024024024,0.23659595045716067,-0.3353071580804273,1.1612884825279552,-0.738817121488528,-0.13532138723173084,0.7165966799004081,0.15344610207286807,0.15403010355884528,0,1,0
0.2602602602602603,0.22921049566278157,-0.3692727397189554,1.1470964288457233,-0.7096026841116019,-0.12018165590560448,0.7569865663063176,0.15367777960372858,0.15392154980490688,0,1,0
0.2802802802802803,0.22121046208944173,-0.40000167866699154,1.1334997420353672,-0.6798343405178003,-0.10529851665438583,0.7441569625609322,0.15273355680924433,0.1532353263678589,0,1,0
0.3003003003003003,0.21266698309267226,-0.42717394983847373,1.1204832313846866,-0.6508255325340275,-0.090040725447498,0.7628895603443903,0.1531392601904247,0.15341431775852382,0,1,0
0.3203203203203203,0.20364626329834426,-0.4510359897164005,1.1080631007151225,-0.6210065334782067,-0.07476347026325023,0.7638627592123886,0.15328330110711808,0.153466307342826,0,1,0
0.34034034034034033,0.1942169364729293,-0.47146634127074716,1.0962489994947968,-0.5907050610162818,-0.05939292264107963,0.7685273811085294,0.15399176610351895,0.1539491764975574,0,1,0
0.36036036036036034,0.18444701375841543,-0.4884961357256939,1.0850642421808436,-0.5592378656976578,-0.0444031422604313,0.7494890190324169,0.15445609046918474,0.1544209558303185,0,1,0
0.38038038038038036,0.17440528767791807,-0.5020863040248674,1.0745273725937161,-0.5268434793563794,-0.029057036220529468,0.7673053019950913,0.15605807158718007,0.15546155271965129,0,1,0
0.40040040040040037,0.1641588136609447,-0.5123237008486691,1.0646810596382106,-0.49231564777528003,-0.014415873468441186,0.7320581376044142,0.15652190240798997,0.15597391028993637,0,1,0
0.42042042042042044,0.15377789855152407,-0.519045755471031,1.0555423600174936,-0.4569349810358454,-0.00033931974897397337,0.7038276859733607,0.157317713492453,0.1566853898694731,0,1,0
0.44044044044044045,0.14332967730303256,-0.5224110624245752,1.0471350748600576,-0.4203642578717923,0.013734833374073165,0.703707656152357,0.15857696119253092,0.15741680302403208,0,1,0
0.46046046046046046,0.13287994378129211,-0.5224866760870228,1.039489178532624,-0.38229481637169216,0.026727038632897944,0.6496102629412387,0.15858485403680883,0.15754922479191555,0,1,0
0.4804804804804805,0.12249471070432073,-0.5192616538485693,1.0326063082887225,-0.34414351219507255,0.03853834511685686,0.5905653241979457,0.15830301604979613,0.15745648251726102,0,1,0
0.5005005005005005,0.11223445977348209,-0.5130125465419322,1.0264796858420622,-0.3063311223330194,0.04973197195596859,0.5596813419555869,0.15820881485566132,0.15716377436785403,0,1,0
0.5205205205205206,0.10215440804809914,-0.5040025862691477,1.0211017807566665,-0.26889525426978816,0.059722521083507944,0.49952745637696694,0.15731026808207388,0.15643698611425813,0,1,0
0.5405405405405406,0.09230522721969828,-0.4924590414200427,1.0164462363153093,-0.2327772220678624,0.06939529353882275,0.48363862276574004,0.1568970776617864,0.1555949657883432,0,1,0
0.5605605605605606,0.08273208680371065,-0.47865702079938105,1.01249194985862,-0.19771432283446622,0.0785779907022435,0.4591348581710388,0.15618572742951556,0.15451754064017104,0,1,0
0.5805805805805806,0.07347796302570021,-0.4627061889005217,1.0092095958513656,-0.16411770036272025,0.08672763019819749,0.40748197479769843,0.15487210835326462,0.15317662777643462,0,1,0
0.6006006006006006,0.06458230948324888,-0.44478267712256664,1.0065568448339446,-0.13263755087105522,0.09306556545687182,0.31689676293371644,0.1526971459002558,0.15152575778404523,0,1,0
0.6206206206206206,0.05607718623619048,-0.4252561623529198,1.0044741602863092,-0.10413422738177172,0.09819817539468921,0.2566304968908713,0.15055002706531234,0.1495654654166836,0,1,0
0.6406406406406406,0.04798522734363244,-0.404597944627902,1.0028983905565128,-0.07878848648982682,0.10258685683312051,0.21943407192156417,0.1485730712206319,0.14749728135460524,0,1,0
0.6606606606606606,0.040323227300820365,-0.3831000021406037,1.0017677173246586,-0.05653366159270437,0.10624795859962596,0.18305508832527323,0.14664301093890816,0.1454745371950541,0,1,0
0.6806806806806807,0.03310448043963165,-0.36093734305943564,1.0010219591145135,-0.037287910507260075,0.10883964458893929,0.1295842994656671,0.14456983978426083,0.14355702491382277,0,1,0
0.7007007007007007,0.026338299938659646,-0.3383090250486002,1.00060067668801,-0.021064121325174788,0.11082409201049451,0.09922237107775733,0.14268296015708215,0.14155306896110553,0,1,0
0.7207207207207207,0.02002948951425058,-0.3154405212204532,1.0004453816794048,-0.007764750430257554,0.11197969522424914,0.05778016068773208,0.14083331861255996,0.13975146838521754,0,1,0
0.7407407407407407,0.014180864777908376,-0.2924312368171102,1.000501397508587,0.0028007914591108764,0.1113953407120252,-0.029217725611196135,0.1387139408347906,0.1383404951014735,0,1,0
0.7607607607607607,0.008791086399846507,-0.26948891890309346,1.0007162162251944,0.010740935830369362,0.11015617809535842,-0.06195813083333859,0.13688736023593093,0.13659506051426226,0,1,0
0.7807807807807807,0.003852060473007405,-0.24695129634195506,1.0010375144033283,0.016064908906699125,0.10799440999713261,-0.10808840491129144,0.13528995685608758,0.13529810709470286,0,1,0
0.8008008008008007,-0.0006462403251679084,-0.22491503990876566,1.0014232275991657,0.019285659791863495,0.10577497708433811,-0.11097164563972432,0.13409062748917308,0.13387084502596722,0,1,0
0.8208208208208209,-0.0047166031071753725,-0.2035181391003732,1.0018356134033963,0.020619290211535444,0.10327406893670614,-0.12504540738159894,0.1331869266833986,0.13288825788676073,0,1,0
0.8408408408408409,-0.008370642908394349,-0.1827019900609488,1.002247822930034,0.020610476331885497,0.10024351434767984,-0.15152772945131548,0.13239621389779646,0.1322036615596444,0,1,0
0.8608608608608609,-0.011620462791871726,-0.1624909941738689,1.002639144749281,0.019566090962355485,0.09685595742478385,-0.16937784614479817,0.13174428162294569,0.13157845577617636,0,1,0
0.8808808808808809,-0.01447995719611016,-0.14297472021192165,1.0029919600670694,0.017640765889412036,0.09348586270944934,-0.16850473576672648,0.13131002574958978,0.13094329780046376,0,1,0
0.9009009009009009,-0.016963586967615765,-0.1241814885752803,1.0032918002093216,0.014992007112613039,0.08954264382642321,-0.19716094415130755,0.13096182696085523,0.13079602617885738,0,1,0
0.9209209209209209,-0.019085176089373664,-0.10607945608789504,1.0035326011756995,0.012040048318890835,0.08538900008236373,-0.2076821872029726,0.13068444288807335,0.13052163383314647,0,1,0
0.9409409409409409,-0.02086084998033527,-0.08878369454808031,1.0037076186761695,0.008750875023497758,0.08135060236882383,-0.20191988567699642,0.1305831182294199,0.1302243714903589,0,1,0
0.960960960960961,-0.022306834117610808,-0.07229920686377686,1.003812373316007,0.005237731991871937,0.07670916603869915,-0.232071816506233,0.1305262369411195,0.13045910903541083,0,1,0
0.980980980980981,-0.023438753769243977,-0.05659598258165855,1.0038507906521303,0.0019208668061664901,0.07225930843051984,-0.22249288040896628,0.13053027136403628,0.13027159074432557,0,1,0
1.001001001001001,-0.024274642587065163,-0.04179444089105931,1.0038215771822956,-0.0014606734917418812,0.06772290544567511,-0.22682014924223642,0.13065532054588452,0.13039090035139744,0,1,0
1.021021021021021,-0.02483122020969715,-0.027828881131599415,1.0037296230164066,-0.004597708294454656,0.06277715103849163,-0.24728772035917262,0.13076697696900433,0.13073662655961857,0,1,0
1.0410410410410411,-0.025125648103544267,-0.014721394692355911,1.0035829155717486,-0.007335372232899215,0.05783989243447707,-0.2468629302007284,0.13091470629780524,0.13088175971641544,0,1,0
1.0610610610610611,-0.025176577204930724,-0.0025464550693227415,1.003387034339087,-0.00979406163308487,0.05252860869978883,-0.2655641867344124,0.13109899797806007,0.13134121562017675,0,1,0
1.0810810810810811,-0.025002607989395395,0.008698460776766401,1.003152654517526,-0.011718991078047896,0.04713631230056152,-0.2696148199613658,0.13129033406678645,0.131658082949379,0,1,0
1.1011011011011012,-0.02462362482167462,0.018949158386038792,1.0028884336528732,-0.013211043232639368,0.041107332656439816,-0.3014489822060852,0.1314663648102364,0.13236821863864792,0,1,0
1.1211211211211212,-0.024060395950817236,0.02816144354286926,1.002608531894308,-0.013995087928258126,0.03565654412838828,-0.2725394264025775,0.13170082858586787,0.1323850162476615,0,1,0
1.1411411411411412,-0.023336603992745997,0.03618959790356191,1.0023177078902898,-0.014541200200916357,0.03117703337989475,-0.22397553742467624,0.13204734652676656,0.13222513857152243,0,1,0
