time,x,x_dot,z,z_dot,theta,theta_dot,u1,u2,x_ref,z_ref,theta_ref
0.0,0.27395604855596334,-0.0012224312049589538,1.3020370878759355,0.003947360581187278,-0.24349359126741027,0.009512447032735119,0.056323374906220504,0.05817781509572751,0.5,1.0,0.0
0.02002002002002002,0.27352274673920945,-0.021665090837693843,1.29984224707948,-0.10974203982278134,-0.24206940129272203,0.07120949873440906,0.056323378382140216,0.0779428365514087,0.49999013042806856,1.0031415719827794,0.0
0.04004004004004004,0.27261041628576416,-0.04561652267226408,1.2956598115777238,-0.2091217750878076,-0.22373765528197093,0.9165873005375593,0.056323374905200264,0.06516058821741125,0.49996052210190806,1.0062830199416763,0.0
0.06006006006006006,0.27126720351467304,-0.0671606385545564,1.2893087267292,-0.31755424242619334,-0.1975073971166254,1.311512908267276,0.05632337490613575,0.06097145783307902,0.4999111761904045,1.0094242198577041,0.0
0.08008008008008008,0.2695398177350941,-0.08636928897894519,1.2807387608647445,-0.42849829322277755,-0.16750214553917875,1.500262578872328,0.056323374905151574,0.05860868629030676,0.49984209464164997,1.0125650477216688,0.0
0.10010010010010009,0.26748018786918265,-0.10298149329557396,1.269928242455729,-0.5405259204507697,-0.13544067404844118,1.6030735745368827,0.05632337490497409,0.05702519531555794,0.4997532801828658,1.0157053795390643,0.0
0.12012012012012012,0.2651429096505945,-0.11686391092940791,1.2568668671874763,-0.6530687634126369,-0.10229659338503685,1.6572040331702145,0.05632337499656894,0.056323375878256476,0.4996447363202946,1.0188450913349674,0.0
0.14014014014014015,0.2625833849458067,-0.12797623523938997,1.2415564307887832,-0.7655218199346592,-0.06917853861892775,1.655902738305457,0.056751219943604145,0.05632337502045879,0.49951646733906235,1.0219840591589324,0.0
0.16016016016016016,0.2598560836998535,-0.13636506229765813,1.2240141710368708,-0.8771129875956237,-0.035642051812154574,1.676824340338658,0.05830970734384733,0.05632337796472914,0.49936847830300873,1.0251221590898847,0.0
0.18018018018018017,0.25701534955291866,-0.14203670734674392,1.2042726080781974,-0.9870781479336697,-0.003384448674898331,1.612880156862812,0.05889198236416467,0.05632337490489271,0.4992007750544875,1.0282592672410122,0.0
